"Area1";"Area2";"Area3";"Area4"
"Circuits and systems";"Tunable circuits and devices";"Tuned circuits";"Voltagecontrolled oscillators"
"Communications technology";"Tunable circuits and devices";"Tuned circuits";"Voltagecontrolled oscillators"
"Communications technology";"Communication equipment";"Tuned circuits";"Voltagecontrolled oscillators"
"Communications technology";"Communication equipment";"Auditory displays";"Voltagecontrolled oscillators"
"Communications technology";"Communication equipment";"Codecs";"Voltagecontrolled oscillators"
"Communications technology";"Communication equipment";"Codecs";"Speech codecs"
"Communications technology";"Communication equipment";"Codecs";"Video codecs"
"Communications technology";"Communication equipment";"Modems";"Video codecs"
"Communications technology";"Communication equipment";"On board unit";"Video codecs"
"Communications technology";"Communication equipment";"Optical communication equipment";"Video codecs"
"Communications technology";"Communication equipment";"Optical communication equipment";"Optical transmitters"
"Communications technology";"Communication equipment";"Radio communication equipment";"Optical transmitters"
"Communications technology";"Communication equipment";"Radio communication equipment";"Base stations"
"Communications technology";"Communication equipment";"Radio communication equipment";"Ham radios"
"Communications technology";"Communication equipment";"Radio communication equipment";"Land mobile radio equipment"
"Communications technology";"Communication equipment";"Radio communication equipment";"Radio transceivers"
"Communications technology";"Communication equipment";"Radio communication equipment";"Transponders"
"Communications technology";"Communication equipment";"Receivers";"Transponders"
"Communications technology";"Communication equipment";"Receivers";"Optical receivers"
"Communications technology";"Communication equipment";"Receivers";"RAKE receivers"
"Communications technology";"Communication equipment";"Receivers";"Receiving antennas"
"Communications technology";"Communication equipment";"Repeaters";"Receiving antennas"
"Communications technology";"Communication equipment";"Speech codecs";"Receiving antennas"
"Communications technology";"Communication equipment";"Telephone equipment";"Receiving antennas"
"Communications technology";"Communication equipment";"Telephone equipment";"Cellular phones"
"Communications technology";"Communication equipment";"Telephone equipment";"Landline"
"Communications technology";"Communication equipment";"Telephone equipment";"Telephone sets"
"Communications technology";"Communication equipment";"Telephone equipment";"Vocoders"
"Communications technology";"Communication equipment";"Transceivers";"Vocoders"
"Communications technology";"Communication equipment";"Transmitters";"Vocoders"
"Communications technology";"Communication equipment";"Transmitters";"Auxiliary transmitters"
"Communications technology";"Communication equipment";"Transmitters";"Diversity methods"
"Communications technology";"Communication equipment";"Transmitters";"Neurotransmitters"
"Communications technology";"Communication equipment";"Transmitters";"Radio transmitters"
"Communications technology";"Communication equipment";"Transmitters";"Transmitting antennas"
"Communications technology";"Communication equipment";"Transponders";"Transmitting antennas"
"Communications technology";"Communication equipment";"TV equipment";"Transmitting antennas"
"Communications technology";"Communication equipment";"TV equipment";"Large screen displays"
"Communications technology";"Communication equipment";"TV equipment";"TV receivers"
"Communications technology";"Communication equipment";"Video codecs";"TV receivers"
"Communications technology";"Communication equipment";"Video equipment";"TV receivers"
"Communications technology";"Communication equipment";"Video equipment";"Optical projectors"
"Communications technology";"Communication equipment";"Video equipment";"Videos"
"Communications technology";"Communication equipment";"Vocoders";"Videos"
"Communications technology";"Communication switching";"Vocoders";"Videos"
"Communications technology";"Communication switching";"Code division multiplexing";"Videos"
"Communications technology";"Communication switching";"Electronic switching systems";"Videos"
"Communications technology";"Communication switching";"Frame relay";"Videos"
"Communications technology";"Communication switching";"Handover";"Videos"
"Communications technology";"Communication switching";"Multiprotocol label switching";"Videos"
"Communications technology";"Communication switching";"Packet switching";"Videos"
"Communications technology";"Communication switching";"Packet switching";"Burst switching"
"Communications technology";"Communication switching";"Packet switching";"Frame relay"
"Communications technology";"Communication switching";"Packet switching";"Multiprotocol label switching"
"Communications technology";"Communication switching";"Packet switching";"Packet loss"
"Communications technology";"Communication systems";"Packet switching";"Packet loss"
"Communications technology";"Communication systems";"ARPANET";"Packet loss"
"Communications technology";"Communication systems";"Biomedical communication";"Packet loss"
"Communications technology";"Communication systems";"Biomedical communication";"Biomedical telemetry"
"Communications technology";"Communication systems";"Biomedical communication";"Telemedicine"
"Communications technology";"Communication systems";"Broadband communication";"Telemedicine"
"Communications technology";"Communication systems";"Broadband communication";"Telemedicine"
"Communications technology";"Communication systems";"Broadband communication";"Broadband amplifiers"
"Communications technology";"Communication systems";"Communication networks";"Broadband amplifiers"
"Communications technology";"Communication systems";"Communication networks";"Central office"
"Communications technology";"Communication systems";"Communication networks";"Cyberspace"
"Communications technology";"Communication systems";"Communication networks";"Industrial communication"
"Communications technology";"Communication systems";"Communication networks";"Maritime communications"
"Communications technology";"Communication systems";"Communication networks";"Radio access technologies"
"Communications technology";"Communication systems";"Communication networks";"Relay networks (telecommunication)"
"Communications technology";"Communication systems";"Communication networks";"Virtual links"
"Communications technology";"Communication systems";"Communication system control";"Virtual links"
"Communications technology";"Communication systems";"Communication system control";"Telecommunication control"
"Communications technology";"Communication systems";"Communication system security";"Telecommunication control"
"Communications technology";"Communication systems";"Communication system security";"Telecommunication control"
"Communications technology";"Communication systems";"Communication system security";"Impersonation attacks"
"Communications technology";"Communication systems";"Communication system security";"Quantum key distribution"
"Communications technology";"Communication systems";"Communication system security";"Radio communication countermeasures"
"Communications technology";"Communication systems";"Communication system signaling";"Radio communication countermeasures"
"Communications technology";"Communication systems";"Communication system signaling";"Received signal strength indicator"
"Communications technology";"Communication systems";"Communication system software";"Received signal strength indicator"
"Communications technology";"Communication systems";"Communication system software";"Streaming media"
"Communications technology";"Communication systems";"Communication system traffic";"Streaming media"
"Communications technology";"Communication systems";"Communication system traffic control";"Streaming media"
"Communications technology";"Communication systems";"Computer networks";"Streaming media"
"Communications technology";"Communication systems";"Computer networks";"Ad hoc networks"
"Communications technology";"Communication systems";"Computer networks";"Computer network management"
"Communications technology";"Communication systems";"Computer networks";"Content distribution networks"
"Communications technology";"Communication systems";"Computer networks";"Diffserv networks"
"Communications technology";"Communication systems";"Computer networks";"Domain Name System"
"Communications technology";"Communication systems";"Computer networks";"Ethernet"
"Communications technology";"Communication systems";"Computer networks";"Heterogeneous networks"
"Communications technology";"Communication systems";"Computer networks";"Internet"
"Communications technology";"Communication systems";"Computer networks";"Intserv networks"
"Communications technology";"Communication systems";"Computer networks";"IP networks"
"Communications technology";"Communication systems";"Computer networks";"Metropolitan area networks"
"Communications technology";"Communication systems";"Computer networks";"Multiprocessor interconnection networks"
"Communications technology";"Communication systems";"Computer networks";"Network function virtualization"
"Communications technology";"Communication systems";"Computer networks";"Network servers"
"Communications technology";"Communication systems";"Computer networks";"Next generation networking"
"Communications technology";"Communication systems";"Computer networks";"Overlay networks"
"Communications technology";"Communication systems";"Computer networks";"Overlay networks"
"Communications technology";"Communication systems";"Computer networks";"Software defined networking"
"Communications technology";"Communication systems";"Computer networks";"Storage area networks"
"Communications technology";"Communication systems";"Computer networks";"Token networks"
"Communications technology";"Communication systems";"Computer networks";"Unicast"
"Communications technology";"Communication systems";"Computer networks";"Virtual private networks"
"Communications technology";"Communication systems";"Computer networks";"Wide area networks"
"Communications technology";"Communication systems";"Computer networks";"Wireless access points"
"Communications technology";"Communication systems";"Cross layer design";"Wireless access points"
"Communications technology";"Communication systems";"Data buses";"Wireless access points"
"Communications technology";"Communication systems";"Data buses";"Backplanes"
"Communications technology";"Communication systems";"Data communication";"Backplanes"
"Communications technology";"Communication systems";"Data communication";"Asynchronous communication"
"Communications technology";"Communication systems";"Data communication";"Asynchronous transfer mode"
"Communications technology";"Communication systems";"Data communication";"Data buses"
"Communications technology";"Communication systems";"Data communication";"Data transfer"
"Communications technology";"Communication systems";"Data communication";"Telemetry"
"Communications technology";"Communication systems";"Data communication";"Teleprinting"
"Communications technology";"Communication systems";"Data communication";"Visible light communication"
"Communications technology";"Communication systems";"Data communication";"Visible light communication"
"Communications technology";"Communication systems";"Digital communication";"Visible light communication"
"Communications technology";"Communication systems";"Digital communication";"Baseband"
"Communications technology";"Communication systems";"Digital communication";"DICOM"
"Communications technology";"Communication systems";"Digital communication";"Digital audio broadcasting"
"Communications technology";"Communication systems";"Digital communication";"Digital images"
"Communications technology";"Communication systems";"Digital communication";"Digital multimedia broadcasting"
"Communications technology";"Communication systems";"Digital communication";"Digital video broadcasting"
"Communications technology";"Communication systems";"Digital communication";"DSL"
"Communications technology";"Communication systems";"Digital communication";"ISDN"
"Communications technology";"Communication systems";"Digital communication";"Passband"
"Communications technology";"Communication systems";"Digital communication";"Portable media players"
"Communications technology";"Communication systems";"Digital communication";"SONET"
"Communications technology";"Communication systems";"Digital communication";"Spread spectrum communication"
